section_id,subsection_id,paragraph_id,sentence_id,sentence_text,sentence_position,dominant_function,secondary_function,previous_sentence_relation,next_sentence_relation,claim_type,claim_strength,evidence_anchor,citation_anchor,figure_table_anchor,technical_terms,hedging_words,risk_words,punctuation_pattern,sentence_skeleton,expected_topvenue_role,mismatch_type,revision_operation
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P6,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P6.S1,{table}[!t] {8 MiB {} code-density calibration boundary.} tab:tdccal { }{!}{ {tabular}{llrrrrrr} Run & Lane & Packets & Seq. gaps & Temp.,1,RESULT,,none,,descriptive,low,None,None,None,,,,hyphen_count=1; colon_count=1,{table}[!t] {8 X {} code-density calibration boundary.} tab:tdccal { }{!}{ {tabular}{llrrrrrr} X & X & X & X. gaps & X.,SECTION_SPECIFIC,none,KEEP
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P6,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P6.S2,(C) & Used/dead bins & $H( {bin})$ & Peak abs.,2,BG,,jumps,,descriptive,low,None,None,None,,,,parentheses_count=4; slash_count=1,(X) & X/dead bins & $X( {bin})$ & X abs.,SECTION_SPECIFIC,sentence_jump,ADD_BRIDGE
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P6,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P6.S3,"INL \\ a7/b11 cal. & A & 1,048,575 & 0 & 46.9 & 64/1 & 3.00171 & 23.2575 \\ a7/b11 cal. & B & 1,048,575 & 0 & 46.9 & 64/1 & 2.46040 & 26.1048 \\ a11/b7 cal. & A & 1,048,575 & 0 & 47.2 & 63/2 & 2.39701 & 26.4094 \\ a11/b7 cal. & B & 1,048,575 & 0 & 47.2 & 64/1 & 3.11855 & 22.5204 \\ {tabular}} {table}",3,RESULT,,evidences,,descriptive,low,None,None,None,,,,slash_count=8; comma_count=8,"X \\ a7/b11 cal. & X & 1,048,575 & 0 & 46.9 & 64/1 & 3.00171 & 23.2575 \\ a7/b11 cal. & X & 1,048,575 & 0 & 46.9 & 64/1 & 2.46040 & 26.1048 \\ a11/b7 cal. & X &",SECTION_SPECIFIC,punctuation_issue,SPLIT_SENTENCE
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P7,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P7.S1,The lane-swap behavior further indicates that the observed nonlinearity is tied to the driven lane or RO implementation rather than a parser artifact.,1,RESULT,,none,,method,medium,None,None,None,RO,indicates,,hyphen_count=1,X lane-swap behavior further indicates that the observed nonlinearity is tied to the driven lane or X implementation rather than a parser artifact.,SECTION_SPECIFIC,unsupported_claim,ADD_EVIDENCE_ANCHOR
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P7,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P7.S2,"Accordingly, {} evidence is treated as mechanism diagnosis, not as absolute jitter or phase-noise metrology.",2,BG,,jumps,,descriptive,low,None,None,None,,,,hyphen_count=1; comma_count=2,"X, {} evidence is treated as mechanism diagnosis, not as absolute jitter or phase-noise metrology.",SECTION_SPECIFIC,sentence_jump,ADD_BRIDGE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P1,REDUCED_XOR_COUNTERFACTUALS.P1.S1,"The reduced-XOR experiment provides a second mechanism layer, motivated by prior caution that XOR combining can reshape the observable behavior of RO-based random-number generators [Sato_2021].",1,SETUP,,none,,comparative,medium,Experiment setup,None,None,RO,can,,hyphen_count=3; comma_count=1,"X reduced-X experiment provides a second mechanism layer, motivated by prior caution that X combining can reshape the observable behavior of X random-number gen",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P1,REDUCED_XOR_COUNTERFACTUALS.P1.S2,Figure fig:reducedxorconstruct shows the construction.,2,RESULT,,evidences,,comparative,medium,Figure,None,Figure fig:reducedxorconstruct,,,,colon_count=1,X fig:reducedxorconstruct shows the construction.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P1,REDUCED_XOR_COUNTERFACTUALS.P1.S3,"Let $s_{r,k}$ denote the sampled bit for data RO $r \{0, ,7\}$ at sampler phase $k \{0, ,7\}$.",3,BG,,jumps,,descriptive,low,None,None,None,RO;sampler,,,comma_count=5,"X $s_{r,k}$ denote the sampled bit for data X $r \{0, ,7\}$ at sampler phase $k \{0, ,7\}$.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;punctuation_issue;role_mismatch,ADD_BRIDGE;SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P1,REDUCED_XOR_COUNTERFACTUALS.P1.S4,"The final output, a same-data-RO direction, the complement that removes that direction, and a sampler-phase line direction are {align} y_{ {all64}} &= _{r=0}^{7} _{k=0}^{7} s_{r,k},\\ y_{ {ro}i} &= _{k=0}^{7} s_{i,k},\\ y_{ {except}\ i} &= y_{ {all64}} y_{ {ro}i},\\ y_{ {line}\ k} &= _{r=0}^{7} s_{r,k}. {align} Table tab:reducedxor reports the complete warmup-10 direction map for all eight same-data-RO directions and all eight complements, plus the final all64 output.",4,RESULT,,evidences,,comparative,low,Table,None,Table tab:reducedxor,RO;ro;sampler,,,hyphen_count=6; colon_count=1; comma_count=10,"X final output, a same-data-X direction, the complement that removes that direction, and a sampler-phase line direction are {align} y_{ {all64}} &= _{r=0}^{7} _",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue,SPLIT_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P1,REDUCED_XOR_COUNTERFACTUALS.P1.S5,"The second run now covers all 16 reduced directions, removing the selective-reporting ambiguity: several individual directions are biased, while only some complements are near balanced.",5,BG,,elaborates,,comparative,low,None,None,None,,,several;some,hyphen_count=1; colon_count=1; comma_count=2,"X second run now covers all 16 reduced directions, removing the selective-reporting ambiguity: several individual directions are biased, while only some complem",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,risk_word;role_mismatch,REPLACE_RISK_VERB;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P1,REDUCED_XOR_COUNTERFACTUALS.P1.S6,"At warmup 10, data\_ro0 has $p_1=0.191877$ in run01 and 0.182267 in run02, data\_ro2 has $p_1=0.244002$ and 0.245911, and data\_ro3 has $p_1=0.671833$ and 0.671545.",6,BG,,jumps,,descriptive,low,None,None,None,,,,comma_count=3,"X warmup 10, data\_ro0 has $p_1=0.191877$ in run01 and 0.182267 in run02, data\_ro2 has $p_1=0.244002$ and 0.245911, and data\_ro3 has $p_1=0.671833$ and 0.6715",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P1,REDUCED_XOR_COUNTERFACTUALS.P1.S7,"At the same time, complements such as except\_ro2 and except\_ro0 remain near balanced in both runs.",7,GAP,,jumps,,descriptive,low,None,None,None,,,,comma_count=1,"X the same time, complements such as except\_ro2 and except\_ro0 remain near balanced in both runs.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P2,REDUCED_XOR_COUNTERFACTUALS.P2.S1,"{figure}[t] { }{!}{ {tikzpicture}[ font= , bit/.style={draw, minimum width=5mm, minimum height=5mm, fill=softblue}, block/.style={draw, rounded corners=1.5pt, minimum width=20mm, minimum height=8mm, align=center, fill=softgray}, arr/.style={-{Stealth[length=2mm]}, thick} ] in {0,...,7} { (b ) at ( 0.55,0) {}; } {sampled vector\ data-RO direction}; (select) {select\ }; (all) {all64 XOR}; (except) {XOR except\ direction}; (b7.east) -- (select.west); (select.north) -- (all.south); (select.south) -- (except.north); (p1a) {$p_1$ all64}; (p1d) {$p_1$ direction}; (p1e) {$p_1$ complement}; (all) -- (p1a); (select) -- (p1d); (except) -- (p1e); {tikzpicture}} {Reduced-XOR construction.",1,RESULT,,none,,comparative,low,None,None,None,RO,,,hyphen_count=9; semicolon_count=14; parentheses_count=40; slash_count=3; comma_count=15,"{figure}[t] { }{!}{ {tikzpicture}[ font= , bit/.style={draw, minimum width=5mm, minimum height=5mm, fill=softblue}, block/.style={draw, rounded corners=1.5pt, m",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue,SPLIT_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P2,REDUCED_XOR_COUNTERFACTUALS.P2.S2,"The experiment compares the final all64 output, same-data-RO directions, complements that remove one direction from the final XOR, and line-direction controls that XOR across data ROs at one sampler phase.} fig:reducedxorconstruct {figure}",2,SETUP,,evidences,,comparative,low,Experiment setup,None,None,RO;sampler,,,hyphen_count=3; colon_count=1; comma_count=3,"X experiment compares the final all64 output, same-data-X directions, complements that remove one direction from the final X, and line-direction controls that X",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P3,REDUCED_XOR_COUNTERFACTUALS.P3.S1,{table*}[!t] {Complete reduced-XOR warmup-10 direction map.,1,RESULT,,none,,comparative,none,None,None,None,,,,hyphen_count=2,{table*}[!t] {X reduced-X warmup-10 direction map.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P3,REDUCED_XOR_COUNTERFACTUALS.P3.S2,Run02 covers all eight same-data-RO directions and all eight complements; the all64 run02 row is retained as the corresponding final-output repeat context.} tab:reducedxor { }{!}{ {tabular}{lllrrrrr} Mode & Direction & Label & $p_1$ r01 & Signed bias r01 & Min-H r01 & Worst $x$ r01 & $p_1$ r02 \\ all64 & all & all64 & 0.458617 & -0.041383 & 0.885279 & 590 & 0.443194 \\ data\_ro & 0 & data\_ro0 & 0.191877 & -0.308123 & 0.307353 & 897 & 0.182267 \\ data\_ro & 1 & data\_ro1 & 0.518915 & 0.018915 & 0.946430 & 632 & 0.522621 \\ data\_ro & 2 & data\_ro2 & 0.244002 & -0.255998 & 0.403546 & 847 & 0.245911 \\ data\_ro & 3 & data\_ro3 & 0.671833 & 0.171833 & 0.573825 & 804 & 0.671545 \\ data\_ro & 4 & data\_ro4 & 0.424639 & -0.075361 & 0.797461 & 807 & 0.427625 \\ data\_ro & 5 & data\_ro5 & 0.409454 & -0.090546 & 0.759879 & 806 & 0.405413 \\ data\_ro & 6 & data\_ro6 & 0.375380 & -0.124620 & 0.678949 & 839 & 0.375746 \\ data\_ro & 7 & data\_ro7 & 0.549958 & 0.049958 & 0.862607 & 644 & 0.547275 \\ except\_data\_ro & 0 & except\_ro0 & 0.501020 & 0.001020 & 0.997060 & 571 & 0.500956 \\ except\_data\_ro & 1 & except\_ro1 & 0.550312 & 0.050312 & 0.861678 & 597 & 0.553538 \\ except\_data\_ro & 2 & except\_ro2 & 0.499674 & -0.000326 & 0.999060 & 557 & 0.499543 \\ except\_data\_ro & 3 & except\_ro3 & 0.553930 & 0.053930 & 0.852224 & 603 & 0.553217 \\ except\_data\_ro & 4 & except\_ro4 & 0.520205 & 0.020205 & 0.942848 & 570 & 0.519451 \\ except\_data\_ro & 5 & except\_ro5 & 0.565521 & 0.065521 & 0.822347 & 620 & 0.566377 \\ except\_data\_ro & 6 & except\_ro6 & 0.501833 & 0.001833 & 0.994721 & 556 & 0.500471 \\ except\_data\_ro & 7 & except\_ro7 & 0.542602 & 0.042602 & 0.882034 & 598 & 0.542643 \\ {tabular}} {table*},2,RESULT,,evidences,,comparative,low,None,None,None,RO,,,hyphen_count=11; semicolon_count=1; colon_count=1,X covers all eight same-data-X directions and all eight complements; the all64 run02 row is retained as the corresponding final-output repeat context.} tab:redu,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue,SPLIT_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P4,REDUCED_XOR_COUNTERFACTUALS.P4.S1,{table*}[!t] {Reduced-XOR mechanism controls.,1,RESULT,,none,,comparative,none,None,None,None,,,,hyphen_count=1,{table*}[!t] {X mechanism controls.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P4,REDUCED_XOR_COUNTERFACTUALS.P4.S2,"The full-direction repeat tests run-to-run stability of the warmup-10 direction map; the second-board rows test cross-board mechanism persistence; the line-direction rows test whether warmup-10 bias is a sampler-phase row failure; the data\_ro3 warmup-neighbor rows test whether the strongest high-biased direction is unique to warmup 10.} tab:reducedxormechanism {tabular}{@{}L{0.20 }L{0.25 }L{0.25 }L{0.22 }@{}} Control & Measured scope & Key values & Mechanism reading \\ Warmup-10 same-data-RO directions & eight $y_{ {ro}i}$ rows & $p_1$ range 0.191877--0.671833; max abs bias 0.308123; min min-H 0.307353 & Strong anisotropy along same-data-RO directions \\ Warmup-10 full direction repeat & eight $y_{ {ro}i}$ and eight $y_{ {except}\ i}$ rows in run01/run02 & data\_ro Pearson 0.999678, mean $| p_1|=0.003199$, same sign 8/8; complements Pearson 0.999013, mean $| p_1|=0.000893$, same sign 8/8 & Repeat-stable anisotropic direction map at warmup 10 \\ Second-board full direction maps & warmup-10 and warmup-11 all64, data\_ro indices 0--7, and except\_ro indices 0--7 & W10 all64 $p_1=0.360614$; except\_ro0, except\_ro2, except\_ro6 near balanced at 0.500015, 0.502798, 0.500649; W11 all64 $p_1=0.473738$ & Same cancellation mechanism appears on a second board, but contributor identities and magnitudes are board specific \\ Second-board held-out sampler W10 & same data-RO matrix and sampled-register island; sample RO moved to X36Y35; all64, data\_ro indices 0--7, except\_ro indices 0--7 & all64 shifts from 0.360614 to 0.500718; held-out data\_ro range 0.273096--0.658159; data\_ro rank Spearman 0.500; sign flips in ro1, ro3, ro4 & Sampler physical context can reorder contributor signs and enable aggregate cancellation without removing biased contributors \\ Warmup-10 sampler-phase line directions & eight $y_{ {line}k}$ rows & $p_1$ range 0.486473--0.501004; max abs bias 0.013527; min min-H 0.961488 & No evidence of a generic sampler-phase line failure in this run \\ Line6 targeted repeat & $y_{ {line}6}$ run01 and repeat02 & $p_1=0.486473$ and 0.487182; worst byte.bit remains 0.3; worst $x=701$ and 714 & Stable fixed-position outlier with weak global bias \\ data\_ro3 warmup neighbors & $y_{ {ro}3}$ and except\_ro3 at warmups 5, 10, 11 & data\_ro3 $p_1=0.576638$, 0.671833, 0.544560; except\_ro3 $p_1=0.503005$, 0.553930, 0.501558 & Direction persists; complement cancellation is warmup-dependent \\ {tabular} {table*}",2,RESULT,,evidences,,comparative,medium,None,None,None,RO;Sampler;ro;sampler,can,high,hyphen_count=40; semicolon_count=19; colon_count=1; slash_count=3; comma_count=21,X full-direction repeat tests run-to-run stability of the warmup-10 direction map; the second-board rows test cross-board mechanism persistence; the line-direct,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,unsupported_claim;risk_word;punctuation_issue,ADD_EVIDENCE_ANCHOR;REPLACE_RISK_VERB;SPLIT_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P5,REDUCED_XOR_COUNTERFACTUALS.P5.S1,"{figure}[t] { }{!}{ {tikzpicture}[font= , x=0.43cm, y=4.3cm] (0,0) -- (18.2,0) node[right] {direction}; (0,0) -- (0,0.78) node[above] {$p_1$}; / in {0/0,0.25/0.25,0.5/0.5,0.75/0.75} { (-0.08, ) -- (0, ) node[left] { }; } (0,0.5) -- (18.0,0.5); (0.77,0) rectangle (1.23,0.458617); (1.77,0) rectangle (2.23,0.191877); (2.77,0) rectangle (3.23,0.518915); (3.77,0) rectangle (4.23,0.244002); (4.77,0) rectangle (5.23,0.671833); (5.77,0) rectangle (6.23,0.424639); (6.77,0) rectangle (7.23,0.409454); (7.77,0) rectangle (8.23,0.375380); (8.77,0) rectangle (9.23,0.549958); (9.77,0) rectangle (10.23,0.501020); (10.77,0) rectangle (11.23,0.550312); (11.77,0) rectangle (12.23,0.499674); (12.77,0) rectangle (13.23,0.553930); (13.77,0) rectangle (14.23,0.520205); (14.77,0) rectangle (15.23,0.565521); (15.77,0) rectangle (16.23,0.501833); (16.77,0) rectangle (17.23,0.542602); at (1,-0.025) {all64}; at (2,-0.025) {ro0}; at (3,-0.025) {ro1}; at (4,-0.025) {ro2}; at (5,-0.025) {ro3}; at (6,-0.025) {ro4}; at (7,-0.025) {ro5}; at (8,-0.025) {ro6}; at (9,-0.025) {ro7}; at (10,-0.025) {ex0}; at (11,-0.025) {ex1}; at (12,-0.025) {ex2}; at (13,-0.025) {ex3}; at (14,-0.025) {ex4}; at (15,-0.025) {ex5}; at (16,-0.025) {ex6}; at (17,-0.025) {ex7}; at (17.95,0.61) {$p_1=0.5$}; at (1.5,0.72) {same-data-RO group}; at (10.0,0.72) {complement group}; {tikzpicture}} {Warmup-10 reduced-XOR $p_1$ values for the complete run01 direction map.",1,RESULT,,none,,comparative,low,None,None,None,RO,,,hyphen_count=26; semicolon_count=41; parentheses_count=124; slash_count=5; comma_count=67,"{figure}[t] { }{!}{ {tikzpicture}[font= , x=0.43cm, y=4.3cm] (0,0) -- (18.2,0) node[right] {direction}; (0,0) -- (0,0.78) node[above] {$p_1$}; / in {0/0,0.25/0.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue,SPLIT_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P5,REDUCED_XOR_COUNTERFACTUALS.P5.S2,The left group contains all64 followed by same-data-RO directions; the right group contains complements.,2,BG,,elaborates,,descriptive,low,None,None,None,RO,,,hyphen_count=2; semicolon_count=1,X left group contains all64 followed by same-data-X directions; the right group contains complements.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue;role_mismatch,SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P5,REDUCED_XOR_COUNTERFACTUALS.P5.S3,Bar patterns distinguish the groups for grayscale viewing.} fig:reducedxor {figure},3,RESULT,,evidences,,comparative,low,None,None,None,,,,colon_count=1,X patterns distinguish the groups for grayscale viewing.} fig:reducedxor {figure},QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P6,REDUCED_XOR_COUNTERFACTUALS.P6.S1,The mechanism controls in Table tab:reducedxormechanism sharpen the interpretation.,1,RESULT,,none,,comparative,low,Table,None,Table tab:reducedxormechanism,,,,colon_count=1,X mechanism controls in X tab:reducedxormechanism sharpen the interpretation.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P6,REDUCED_XOR_COUNTERFACTUALS.P6.S2,"The warmup-10 sampled vector is strongly anisotropic and repeat-stable: across the complete run01/run02 direction map, same-data-RO directions have Pearson correlation 0.999678 in $p_1$, mean absolute run-to-run change 0.003199, and the same bias sign in all eight directions.",2,BG,,jumps,,causal/generalization,low,None,None,None,RO,,,hyphen_count=6; colon_count=1; slash_count=1; comma_count=3,"X warmup-10 sampled vector is strongly anisotropic and repeat-stable: across the complete run01/run02 direction map, same-data-X directions have X correlation 0",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
